Date,NAV_High_Yield_Corp_Debt,Log_Return_High_Yield_Corp_Debt
2005-06-16,100.26389096542425,-0.0021408746167947998
2005-06-17,100.37615829535356,0.0008614108346256006
2005-06-18,100.40204897110435,0.0
2005-06-20,100.4270813822309,-8.614829171910704e-06
2005-06-21,100.41190008164462,-0.00040918761181945516
2005-06-22,100.09726531716096,-0.0033971412625079375
2005-06-23,100.20886475595714,0.0008566064672079537
2005-06-24,100.02101545530746,-0.0021347912285153395
2005-06-25,100.04681452675426,0.0
2005-06-27,99.9444258569488,-0.0012821657258532148
2005-06-28,100.39825244589375,0.00427370757460187
2005-06-29,100.63970009463229,0.002144660980355387
2005-06-30,100.4945999977788,-0.0017011605752807254
2005-07-01,100.94914993233647,0.004256121299301383
2005-07-02,100.97518840354917,0.0
2005-07-04,101.00123359103421,0.0
2005-07-05,101.19939479427205,0.0017025814256216942
2005-07-06,101.05247342501038,-0.0017112006455690715
2005-07-07,100.94929506953987,-0.0012797925004484592
2005-07-08,101.45250490831721,0.004715705190552378
2005-07-09,101.47867321315466,0.0
2005-07-11,101.76783153864467,0.002588160525910955
2005-07-12,102.10024206532349,0.0030039087352709535
2005-07-13,102.2580339483732,0.0012866957645547362
2005-07-14,102.50460091760674,0.0021509719406847348
2005-07-15,102.66443696209978,0.0013005234959155743
2005-07-16,102.69091786845905,0.0
2005-07-18,102.84885620106512,0.0012792420006127966
2005-07-19,102.74301249243481,-0.001287884441995941
2005-07-20,102.77084560118142,1.2963667540638107e-05
2005-07-21,103.10388136599998,0.002978190828322896
2005-07-22,102.99906649444534,-0.0012753442321867764
2005-07-23,103.02563371397764,0.0
2005-07-25,103.1850228386546,0.0012883154631637913
2005-07-26,103.25671054330886,0.0004367172453438191
2005-07-27,103.46078431438475,0.0017169616335506632
2005-07-28,103.4011411280055,-0.0008347659245138918
2005-07-29,103.78271674734349,0.003426432290752423
2005-07-30,103.80948609888546,0.0
2005-07-31,103.83626235522048,0.0
2005-08-01,103.68168664806336,-0.0017481121715823532
2005-08-02,103.7075328340732,-8.652541169621225e-06
2005-08-03,103.60157904866634,-0.001280415382875403
2005-08-04,103.67222624146721,0.00042388595659012865
2005-08-05,103.7851100994154,0.0008305718902323602
2005-08-06,103.81188006829025,0.0
2005-08-08,103.74798292399858,-0.0008738271625445045
2005-08-09,103.68548541533016,-0.0008607041448476819
2005-08-10,103.7575316572243,0.00043682175917157657
2005-08-11,103.5637815200675,-0.0021275337473141208
2005-08-12,103.37048432278804,-0.0021266518036883743
2005-08-13,103.39714734453797,0.0
2005-08-15,103.64618085620909,0.0021482686455974484
2005-08-16,103.49564814214861,-0.0017117718185880578
2005-08-17,103.69920788196835,0.0017074484429194106
2005-08-18,103.54994055565977,-0.0016988045661507172
2005-08-19,103.66620348108596,0.0008644612700185566
2005-08-22,103.69249466590242,-4.322668854166052e-06
2005-08-23,103.67532550540002,-0.0004236038741949957
2005-08-24,103.79218542721965,0.000868857904655298
2005-08-25,103.81940592024647,4.323044118393826e-06
2005-08-26,104.02499729842863,0.0017208608538719175
2005-08-27,104.0518291429699,0.0
2005-08-29,103.94378095697977,-0.001297184856096636
2005-08-30,103.47945092413197,-0.004736261546937738
2005-08-31,102.71152107966536,-0.007708657428200184
2005-09-01,102.56100273103876,-0.001724870809246102
2005-09-02,102.58701477256692,-4.31144692629474e-06
2005-09-03,102.61347570891698,0.0
2005-09-05,102.63994347050857,0.0
2005-09-06,102.92968177613812,0.0025616408053935075
2005-09-07,103.08686563137191,0.0012683581851643247
2005-09-08,103.20245874937062,0.0008630086049921771
2005-09-09,103.22952379297547,4.3154090417159e-06
2005-09-10,103.25615045585857,0.0
2005-09-12,103.4594190963168,0.0017091882709112985
2005-09-13,103.35400671038013,-0.0012776289744624255
2005-09-14,103.42394341789344,0.00041864731571247105
2005-09-15,103.53771028560793,0.0008417142752936375
2005-09-16,103.60733480745287,0.0004144332872556682
2005-09-17,103.63405892158971,0.0
2005-09-19,103.34861525520434,-0.0030168247949820177
2005-09-20,103.19664660208358,-0.0017298788071635708
2005-09-21,102.78240424633263,-0.004281194507525109
2005-09-22,102.54355752323778,-0.002585084419231096
2005-09-23,103.01017780300346,0.004283336145139132
2005-09-24,103.03674788854788,0.0
2005-09-26,103.32802461327478,0.0025656900824397666
2005-09-27,103.31012106570468,-0.0004312985432048625
2005-09-28,103.20498447661102,-0.0012764302670206127
2005-09-29,103.3193126878002,0.0008494805802360534
2005-09-30,103.92489236653942,0.005587667141950289
2005-10-01,103.95169839036413,0.0
2005-10-03,104.2909707679134,0.0030013052770626277
2005-10-04,104.27328264426674,-0.0004276315250165334
2005-10-05,104.16606528104231,-0.0012869986108838558
2005-10-06,104.01274441365362,-0.0017313232079915674
2005-10-07,103.86105425792445,-0.0017177915435837145
2005-10-08,103.88784381557033,0.0
2005-10-10,103.91464028322117,0.0
2005-10-11,103.62632400965087,-0.003037092927456354
2005-10-12,103.3826442981888,-0.002612870344524446
2005-10-13,103.18544514397661,-0.0021677530499123955
2005-10-14,103.43464637043743,0.0021548213745076427
2005-10-15,103.46132594192187,0.0
2005-10-17,103.97908236245365,0.0047351822298997495
2005-10-18,104.23095325614119,0.002162047303218481
2005-10-19,104.07896176170644,-0.0017176291939995313
2005-10-20,104.196122051987,0.0008673737923753922
2005-10-21,104.18118830343954,-0.0004013404924966237
2005-10-22,104.2080604353432,0.0
2005-10-24,104.4573702665995,0.002132212389052674
2005-10-25,104.70601329012791,0.002120144505282585
2005-10-26,104.73030754206651,-2.5913379366368524e-05
2005-10-27,104.39756416459265,-0.003440994989687906
2005-10-28,104.3789955778498,-0.0004358956728092197
2005-10-29,104.40591873147108,0.0
2005-10-31,104.29823054477684,-0.001290206031919114
2005-11-01,104.50486675774756,0.001721785723882237
2005-11-02,104.66588420250841,0.0012820064062667416
2005-11-03,104.96259798360349,0.002573615136867684
2005-11-04,104.98921831298259,-4.319229863979652e-06
2005-11-07,104.97141657045512,-0.00042758572536854775
2005-11-08,104.73051445431392,-0.002556131230826646
2005-11-09,104.98069311030882,0.0021285812068219385
2005-11-10,104.69505778481926,-0.002983218610435999
2005-11-11,104.76726040411492,0.00043161720567879097
2005-11-12,104.79428370540963,0.0
2005-11-14,104.72818365816455,-0.0008890916791633724
2005-11-15,104.57685234590299,-0.001704379418716702
2005-11-16,104.156968036009,-0.004282170795877398
2005-11-17,103.91620858607229,-0.0025727491270479096
2005-11-18,104.3450883288536,0.003861766150869975
2005-11-19,104.37200273655748,0.0
2005-11-21,104.31076583565209,-0.0008450111246526347
2005-11-22,104.20421986075003,-0.001280183957922199
2005-11-23,104.4541384631787,0.002138130013244678
2005-11-24,104.4810809988934,0.0
2005-11-25,104.37478840088207,-0.0012760885927589518
2005-11-26,104.4017104693188,0.0
2005-11-28,104.47455471588887,0.0004396972049825186
2005-11-29,104.94988062319271,0.004282561324388258
2005-11-30,104.7052321455633,-0.0025923920526714976
2005-12-01,104.95693656267127,0.0021436976479215796
2005-12-02,104.9387401540214,-0.0004313997814243095
2005-12-03,104.96580768620399,0.0
2005-12-05,105.0359090406923,0.0004098289274339342
2005-12-06,104.79515076476308,-0.0025533455882647818
2005-12-07,104.91124632066476,0.0008495358171833416
2005-12-08,104.75976965100247,-0.0017032416020865777
2005-12-09,105.2364289570907,0.004282901234960705
2005-12-10,105.2635732740836,0.0
2005-12-12,105.3352476325824,0.0004228777854696873
2005-12-13,105.31788291926169,-0.0004228777854697095
2005-12-14,105.07688539447139,-0.0025494704809750908
2005-12-15,105.1937620880287,0.0008539956308408618
2005-12-16,105.17643912475337,-0.0004227025499871538
2005-12-17,105.2035679681784,0.0
2005-12-19,105.18534002142384,-0.00043129308085369247
2005-12-20,105.25693891520969,0.00042266686236335654
2005-12-21,105.4649598551736,0.001716904458729149
2005-12-22,105.26720841290766,-0.0021352585705411826
2005-12-23,105.07037432463615,-0.0021300553527951963
2005-12-24,105.09747581007703,0.0
2005-12-26,105.12458428598042,0.0
2005-12-27,105.06291992494157,-0.0008448769534545638
2005-12-28,105.26952983285817,0.001707140485651035
2005-12-29,105.34253738722511,0.0004354984336148218
2005-12-30,105.50517732457145,0.0012851524601587483
2005-12-31,105.53239096157976,0.0
2006-01-02,105.55961161797858,0.0
2006-01-03,105.22426213017751,-0.0034407220826529333
2006-01-04,105.43346123433328,0.0017286945597425236
2006-01-05,105.6882478053337,0.002156299717779546
2006-01-06,106.08005654837584,0.0034433404090709867
2006-01-07,106.10741846772363,0.0
2006-01-09,106.36408503684258,0.002158663327502268
2006-01-10,106.43516492648635,0.0004102489762210921
2006-01-11,106.59923893932785,0.001282779896035414
2006-01-12,106.35271461856262,-0.0025738734799650143
2006-01-13,105.97058784502711,-0.003858384329699026
2006-01-14,105.99792152839983,0.0
2006-01-16,106.11676951456037,0.0008629204710024923
2006-01-17,105.96208751229192,-0.0017170682432358527
2006-01-18,105.9894190031185,0.0
2006-01-19,106.28966038844895,0.0025715030086838424
2006-01-20,106.22583933559797,-0.0008587497301711126
2006-01-21,106.25323885764881,0.0
2006-01-23,106.32696387067855,0.0004358298287899408
2006-01-24,106.58226361080013,0.0021408520539292885
2006-01-25,107.06691242689737,0.004280071641600218
2006-01-26,107.18524616895066,0.0008469364066960119
2006-01-27,107.30604407077328,0.0008686872811535829
2006-01-28,107.33372221706138,0.0
2006-01-30,107.63925886672146,0.0025853230971764184
2006-01-31,107.2958771836993,-0.003454010378329964
2006-02-01,107.64685125947804,0.0030086193719765803
2006-02-02,107.67461731238227,0.0
2006-02-03,107.56421790142768,-0.0012840663805970378
2006-02-04,107.5919626401721,0.0
2006-02-06,107.61924942561343,-4.322912957515192e-06
2006-02-07,107.59956755609622,-0.0004409179832994451
2006-02-08,107.67430911051736,0.00043659507398533003
2006-02-09,107.70301318276795,8.645822271653935e-06
2006-02-10,107.8682477630708,0.0012754183941155134
2006-02-11,107.89607092221603,0.0
2006-02-13,107.83110721158579,-0.0008604017866147245
2006-02-14,107.90368540098349,0.00041505018520818264
2006-02-15,108.11879173753294,0.0017340622848385674
2006-02-16,108.28801160221934,0.0013063389363874717
2006-02-17,108.2714490247882,-0.00041097026180684186
2006-02-18,108.29937618425888,0.0
2006-02-20,108.32731054716355,0.0
2006-02-21,108.40071824395488,0.00041962262077931215
2006-02-22,108.33680885957746,-0.0008478619014715005
2006-02-23,108.55098104254328,0.0017174983208762867
2006-02-24,108.53108445596791,-0.0004413264323142357
2006-02-25,108.55907858489505,0.0
2006-02-27,108.58661025012655,-4.326542060573994e-06
2006-02-28,108.19464708355618,-0.0038751174004080543
2006-03-01,108.4079751295383,0.0017123027677249057
2006-03-02,108.48048766377278,0.00041086468248273454
2006-03-03,108.64745380669696,0.0012803787111993824
2006-03-04,108.67547795152805,0.0
2006-03-06,108.84183722561184,0.001272043541967718
2006-03-07,108.68171334746317,-0.0017305942334159363
2006-03-08,108.66321529819975,-0.00042823206589375504
2006-03-09,108.64378473915075,-0.00043684641638189864
2006-03-10,108.76489326031927,0.0008564269759762052
2006-03-11,108.79294769707292,0.0
2006-03-13,108.96183085276787,0.0012935619875620728
2006-03-14,108.66332872603641,-0.003001948782234014
2006-03-15,108.925665501695,0.0021539583227370394
2006-03-16,108.7222126977165,-0.0021280123957637836
2006-03-17,108.88999815994411,0.0012844873339213257
2006-03-18,108.9180848658187,0.0
2006-03-20,108.99424529936248,0.0004412112110280731
2006-03-21,109.44531627506376,0.003873037913607611
2006-03-22,109.52141190704972,0.00043725238314415454
2006-03-23,109.64311932547949,0.0008529655870369239
2006-03-24,109.43716355202882,-0.002138641272400398
2006-03-25,109.4653913918339,0.0
2006-03-27,109.68191937345301,0.0017186354644534777
2006-03-28,110.03895238069798,0.0029927481408107436
2006-03-29,109.97108798089482,-0.0008750499495339461
2006-03-30,110.1400830745594,0.001277969481340914
2006-03-31,110.07310217125648,-0.0008664546148330739
2006-04-03,110.2914665593789,0.0017243883080171882
2006-04-04,110.27261154924874,-0.00042898470976143776
2006-04-05,110.15925397634663,-0.0012867397738206983
2006-04-06,110.23253583666404,0.00040721619464524015
2006-04-07,110.544594349975,0.0025696701963342423
2006-04-08,110.57310783661289,0.0
2006-04-10,110.41011883971674,-0.0017334764193934764
2006-04-11,110.39268237107242,-0.0004159475549457757
2006-04-12,110.65821302673673,0.002145089556045618
2006-04-13,110.73137296328399,0.0004031164966018423
2006-04-14,110.75993462694515,0.0
2006-04-15,110.7885036577021,0.0
2006-04-17,110.67503752654963,-0.0012829279289838834
2006-04-18,110.56076512007562,-0.0012912737304404279
2006-04-19,110.77868699153649,0.0017116574967335017
2006-04-20,110.9514081819635,0.001300373062070146
2006-04-21,110.9814695761806,1.300538749753206e-05
2006-04-22,111.01009574888874,0.0
2006-04-24,110.94349185959939,-0.0008582851981268973
2006-04-25,111.35374289430248,0.0034339983363528516
2006-04-26,111.42835896502014,0.00041205997276898135
2006-04-27,111.31365968748344,-0.0012881202321066477
2006-04-28,111.34333698670902,8.673134781205644e-06
2006-04-29,111.37205649823336,0.0
2006-04-30,111.40078341756822,0.0
2006-05-01,111.61956832405228,0.0017045539706758304
2006-05-02,111.60091892431198,-0.0004251068733504501
2006-05-03,111.77358884250691,0.0012884418436174146
2006-05-04,111.85044222345373,0.00042955208676921116
2006-05-05,111.73574515527494,-0.0012842110419546803
2006-05-06,111.76456588319198,0.0
2006-05-08,111.89041146633181,0.0008676751600295243
2006-05-09,112.01592911800829,0.000863481540824611
2006-05-10,112.14209035513092,0.0008679661333515172
2006-05-11,112.26792283434646,0.0008637710698048974
2006-05-12,112.29444413097272,-2.170455928317695e-05
2006-05-15,112.13057296973068,-0.0017187115686362053
2006-05-16,111.82192616327782,-0.0030150432194677133
2006-05-17,111.65408081702815,-0.0017604909425004839
2006-05-18,111.39674957859795,-0.0025659443435799368
2006-05-19,111.47521566369394,0.0004463478374808893
2006-05-20,111.5039691915437,0.0
2006-05-22,111.19556907782261,-0.0030283391460403015
2006-05-23,111.36739581179519,0.0012865016093972681
2006-05-24,111.10901493815408,-0.002581341767581788
2006-05-25,111.37660830690096,0.002148140339874423
2006-05-26,111.45407807388686,0.0004375336260565465
2006-05-27,111.48282614958052,0.0
2006-05-29,111.51158164045243,0.0
2006-05-30,111.63556189177366,0.0008535141647441559
2006-05-31,111.56621565137281,-0.000879507300166594
2006-06-01,111.54715575372808,-0.0004288677895874099
2006-06-02,111.14734744134373,-0.003849545444930136
2006-06-03,111.17601640000915,0.0
2006-06-05,111.34821102660345,0.0012900778678077368
2006-06-06,111.1366738596186,-0.0021600482960011506
2006-06-07,111.26110479415304,0.0008613132808007467
2006-06-08,111.09832277537762,-0.0017224822460452853
2006-06-09,111.07987891775856,-0.00042404022622316795
2006-06-10,111.10853047382862,0.0
2006-06-12,111.23290594686634,0.0008610978971803876
2006-06-13,110.92621374291537,-0.003019698725200065
2006-06-14,110.95098774495288,-3.459943722703028e-05
2006-06-15,111.1212708220038,0.0012760084979480796
2006-06-16,111.29281341644692,0.0012849797460739447
2006-06-17,111.32151989609798,0.0
2006-06-19,111.39793391469934,0.00042839801283512844
2006-06-20,111.28167813825257,-0.0013023922655072042
2006-06-21,111.02148401910814,-0.0025994699630791135
2006-06-22,111.14426250953788,0.0008476026554715957
2006-06-23,111.2195686519577,0.00041952860290726894
2006-06-24,111.24825623910999,0.0
2006-06-26,111.13175045600207,-0.0013060484272432117
2006-06-27,111.06627598952733,-0.0008474562568173514
2006-06-28,111.23716719699107,0.0012798858225370276
2006-06-29,111.26730246262841,1.2973449908366233e-05
2006-06-30,111.20318202950278,-0.0008345584722551984
2006-07-03,111.32807883409944,0.0008648299829060196
2006-07-04,111.35679440998919,0.0
2006-07-05,111.671039830231,0.0025607509552066513
2006-07-06,111.50870663417473,-0.0017130761696324116
2006-07-07,111.44346754634228,-0.0008433502694789361
2006-07-08,111.47221288519351,0.0
2006-07-10,111.64617967905217,0.0013018449549448794
2006-07-11,111.53165462793562,-0.001284546854125205
2006-07-12,111.60866740328446,0.0004324714675548747
2006-07-13,111.30114036002153,-0.0030178904307200417
2006-07-14,111.09009769788969,-0.0021564009289216273
2006-07-15,111.11875188975621,0.0
2006-07-17,111.24348158207162,0.0008641800214801907
2006-07-18,111.5099505147018,0.00213514914923845
2006-07-19,111.30135746185753,-0.0021308278830087122
2006-07-20,111.28342441740251,-0.000419145862347566
2006-07-21,111.40738471156529,0.0008556125170749895
2006-07-22,111.43612074333612,0.0
2006-07-24,111.46486418717865,0.0
2006-07-25,111.63727532403976,0.001288009293828656
2006-07-26,111.66751839482193,1.296818144353767e-05
2006-07-27,111.7914635654972,0.0008516490223401281
2006-07-28,111.6305446810469,-0.0016988346344069402
2006-07-29,111.65933827392098,0.0
2006-07-31,111.44763505231109,-0.0021562336834517835
2006-08-01,111.5245415135119,0.00043203828086725647
2006-08-02,111.65117440328173,0.0008771497473204052
2006-08-03,111.67997331731432,0.0
2006-08-04,111.61471940935954,-0.0008425851111137606
2006-08-05,111.6435089203183,0.0
2006-08-07,111.76786322530714,0.0008555490409540576
2006-08-08,111.84500313055018,0.0004321497565661099
2006-08-09,111.8743353996179,4.321681542236194e-06
2006-08-10,111.85437257784878,-0.0004364714381083184
2006-08-11,112.02640729648931,0.0012792689599420222
2006-08-12,112.05530299678404,0.0
2006-08-14,112.22816765551339,0.0012839116416682695
2006-08-15,112.11505471439251,-0.0012666220373730927
2006-08-16,112.00160692683458,-0.0012706306061934975
2006-08-17,112.22429503463376,0.00172882636032452
2006-08-18,112.10927083473139,-0.0012837092967657423
2006-08-19,112.13818790855781,0.0
2006-08-21,112.07120494168906,-0.0008556276649351532
2006-08-22,112.10011219693196,0.0
2006-08-23,112.12902690841132,0.0
2006-08-24,112.15843358783793,4.3209930035434825e-06
2006-08-25,112.13988102917348,-0.0004234399991630804
2006-08-26,112.16880599848656,0.0
2006-08-28,112.34275795412188,0.001292033550276419
2006-08-29,112.37222076879372,4.321728902813478e-06
2006-08-30,112.35411014417892,-0.00041919074126951333
2006-08-31,112.04480426748394,-0.00301543396247551
2006-09-01,112.07418861725957,4.318836457036792e-06
2006-09-02,112.10309664210132,0.0
2006-09-04,112.13201212337805,0.0
2006-09-05,112.4495247125543,0.002570353588138336
2006-09-06,112.62343775088772,0.0012878214742231171
2006-09-07,112.60382313640424,-0.0004321909239763609
2006-09-08,112.58518882704108,-0.00042351175976829375
2006-09-09,112.61422865749249,0.0
2006-09-11,112.78840866668124,0.0012879300397574374
2006-09-12,112.76973576069722,-0.00042358316592807125
2006-09-13,112.89684185303625,0.0008688154311828589
2006-09-14,113.07150819396412,0.001288365407152461
2006-09-15,113.19801694431581,0.0008605315730995488
2006-09-16,113.22721484551177,0.0
2006-09-18,113.25593061203097,-4.324639980846089e-06
2006-09-19,112.94632525140824,-0.0029960993475679513
2006-09-20,113.02477594281133,0.0004365520213590899
2006-09-21,112.61914703207903,-0.0038542039196619924
2006-09-22,112.40772103362966,-0.0021375734225917748
2006-09-23,112.43671508865818,0.0
2006-09-25,112.37061897882506,-0.0008461460505449743
2006-09-26,112.64099365325771,0.0021458570734476812
2006-09-27,112.86433864592077,0.0017233814382282798
2006-09-28,112.98955093514772,0.000851106442841715
2006-09-29,113.11589550942811,0.0008598906570310774
2006-09-30,113.14507222850793,0.0
2006-10-02,113.0774943477951,-0.0008555699591101933
2006-10-03,113.15553116889754,0.00043208818916507625
2006-10-04,113.08942040258592,-0.0008425382260053098
2006-10-05,113.41023631226793,0.0025755778142210867
2006-10-06,113.82804521539344,0.0034202570513356934
2006-10-07,113.85740562388153,0.0
2006-10-09,113.88677360549086,0.0
2006-10-10,114.11092753502965,0.001708820027985301
2006-10-11,114.33657714315342,0.0017180451713103358
2006-10-12,114.41507460112729,0.000428518874168595
2006-10-13,114.59228864577346,0.0012901006749494576
2006-10-14,114.6218461805432,0.0
2006-10-16,114.70204553693902,0.0004416524319789409
2006-10-17,114.68247337348159,-0.00042866319579139294
2006-10-18,114.76221847060579,0.00043732342644048783
2006-10-19,114.8405317179906,0.0004243691606819261
2006-10-20,114.8701532837115,0.0
2006-10-23,115.04713823255635,0.001281980610366513
2006-10-24,115.02699267579683,-0.00043313727683224
2006-10-25,114.86007271852468,-0.0017105359206567709
2006-10-26,114.79277168163019,-0.0008442321263582085
2006-10-27,114.72552597367151,-0.0008440935459165637
2006-10-28,114.75511787521233,0.0
2006-10-30,114.88410838385649,0.0008657387923772003
2006-10-31,114.52015793337952,-0.003431797461317101
2006-11-01,114.5021470436441,-0.0004152953900269524
2006-11-02,114.82784140642654,0.0025831631654011466
2006-11-03,115.44968237024561,0.005144229009599837
2006-11-04,115.47946105815856,0.0
2006-11-06,115.45973095814566,-0.00042888222380388575
2006-11-07,115.44200801762041,-0.0004115200605595615
2006-11-08,115.42279219048456,-0.0004244809608693935
2006-11-09,115.5536017943376,0.000874988838273912
2006-11-10,115.48484370340927,-0.000853332493826984
2006-11-11,115.51463146071372,0.0
2006-11-13,115.69363902610681,0.0012908826864531074
2006-11-14,115.6753747965816,-0.00041589016680582195
