Date,NAV_High_Yield_Corp_Debt,Log_Return_High_Yield_Corp_Debt
2005-01-03,100.0,
2005-01-04,100.41247209003126,0.0038593275979702996
2005-01-05,100.13835552968531,-0.002992314524042937
2005-01-06,99.94306399725424,-0.0022105951651167285
2005-01-07,100.05897841442756,0.0009014615715260378
2005-01-08,100.08391990533661,-8.668650670649919e-06
2005-01-10,99.9814299097985,-0.0012827995250306835
2005-01-11,99.61561836425344,-0.0039244218849468345
2005-01-12,99.5986221592459,-0.00042864623745957384
2005-01-13,99.45415415244,-0.0017098996153333882
2005-01-14,99.56464915707552,0.0008527143005848684
2005-01-15,99.59033051499301,0.0
2005-01-17,99.6591408845722,0.0004329040181410904
2005-01-18,99.55637453853632,-0.0012899464569239626
2005-01-19,99.58248465680758,4.328138197943874e-06
2005-01-20,99.22245233049796,-0.003880875561928589
2005-01-21,99.07700118547577,-0.0017253336365191363
2005-01-22,99.10255676117836,0.0
2005-01-24,99.12897585649394,8.646842424344142e-06
2005-01-25,99.49553370765338,0.0034339478687067655
2005-01-26,99.60690072104357,0.0008610094264467995
2005-01-27,99.80474079734188,0.0017267802828870476
2005-01-28,99.66044753642623,-0.0017051450217450627
2005-01-29,99.68615360424316,0.0
2005-01-31,99.62650306919966,-0.0008566867142609233
2005-02-01,99.78117443513052,0.0012937384962908366
2005-02-02,100.06639149253843,0.0025971136109377924
2005-02-03,100.30780402295854,0.0021522692917499793
2005-02-04,100.16396863326345,-0.0016933095190554057
2005-02-05,100.18980457755377,0.0
2005-02-07,100.30332503954128,0.0008747348314314267
2005-02-08,100.46048446553634,0.0013080492594343377
2005-02-09,100.14114019628643,-0.003442660459203281
2005-02-10,100.42443338951085,0.00256770328062017
2005-02-11,100.62318853205294,0.0017197351462302913
2005-02-12,100.64914292592033,0.0
2005-02-14,100.71959463353183,0.0004419390718882672
2005-02-15,100.96318641615434,0.0021582471272153215
2005-02-16,101.2935030545487,0.003009185602766948
2005-02-17,101.31831234621397,-1.3011785793903431e-05
2005-02-18,101.60499576708565,0.0025682947350674236
2005-02-19,101.63120340488271,0.0
2005-02-21,101.65741780258635,0.0
2005-02-22,101.7268810409992,0.0004252801777355534
2005-02-23,101.70986688943074,-0.0004252801777355744
2005-02-24,101.95618326995039,0.0021614808263999224
2005-02-25,102.11625596338345,0.00131121804177445
2005-02-26,102.14259547385019,0.0
2005-02-28,102.25369930296445,0.0008294519837094662
2005-03-01,102.36804936984703,0.0008599911971350613
2005-03-02,102.26115909185252,-0.0013029611659501423
2005-03-03,102.33151168557302,0.0004299408987445374
2005-03-04,102.2277882505458,-0.001272347697975298
2005-03-05,102.25415652926121,0.0
2005-03-07,102.45875365521985,0.0017414148991202194
2005-03-08,102.7494847155061,0.0025762844443291467
2005-03-09,102.99326292106107,0.0021123800241097017
2005-03-10,102.70875809650427,-0.003024870263460583
2005-03-11,102.95508565671749,0.0021380873080628516
2005-03-12,102.98164153198609,0.0
2005-03-14,102.83112847223683,-0.0017209688714617973
2005-03-15,102.85675874389197,-8.69031028245333e-06
2005-03-16,102.34952821943294,-0.0052028743081947385
2005-03-17,101.89082156496825,-0.004750970700951283
2005-03-18,102.00375518720297,0.0008500808287243999
2005-03-19,102.03006567961236,0.0
2005-03-21,101.61409015571238,-0.004344349213319722
2005-03-22,101.63589644952286,-4.3338332111819895e-05
2005-03-23,101.179845850723,-0.004756331592242498
2005-03-24,101.25020245397488,0.0004373296842590306
2005-03-25,101.27631857762371,0.0
2005-03-28,101.25684504353522,-0.0004503191063204185
2005-03-29,100.89104525286885,-0.0038780396004810063
2005-03-30,100.48342293613183,-0.004307423101791148
2005-03-31,99.90598917588083,-0.006022593395955826
2005-04-01,99.80416846745024,-0.0012779179072328955
2005-04-02,99.82991160614223,0.0
2005-04-04,99.68303275185066,-0.0017307243859345895
2005-04-05,99.96680984535392,0.0025855125128005597
2005-04-06,100.21040651045229,0.002176468685345309
2005-04-07,100.53761838063558,0.003002798981807039
2005-04-08,100.65006214805734,0.0008601183010704795
2005-04-11,100.33085474722992,-0.0034352879216473426
2005-04-12,99.88436561818487,-0.004719222240204878
2005-04-13,99.78090855449905,-0.0012945424076783567
2005-04-14,99.20652384130699,-0.006032554874277941
2005-04-15,98.63996848272483,-0.005986688984511577
2005-04-16,98.66541133173823,0.0
2005-04-18,98.30951560192695,-0.0038725222613448726
2005-04-19,98.25288214723172,-0.0008343574579764108
2005-04-20,98.53171267524179,0.002576627636011226
2005-04-21,99.06317277163325,0.005122717349136556
2005-04-22,98.9207903865371,-0.0016966637917183646
2005-04-23,98.94630566977173,0.0
2005-04-25,98.88666802705278,-0.0008610344226075704
2005-04-26,98.74122490012158,-0.0017302387333148503
2005-04-27,98.25963145770446,-0.005148496326692896
2005-04-28,97.78215609469699,-0.005130398296299198
2005-04-29,97.8485421268981,0.0004208925602253875
2005-04-30,97.87378083816098,0.0
2005-05-02,97.81499569046576,-0.0008589272977733205
2005-05-03,98.00841635864855,0.001718000130836444
2005-05-04,98.07623012041098,0.0004338870875540511
2005-05-05,98.05982503778526,-0.0004252956242526026
2005-05-06,98.33444928164995,0.0025394150094619587
2005-05-07,98.35981332610751,0.0
2005-05-09,98.46935210052452,0.0008553513192822298
2005-05-10,98.15935101933495,-0.0034119492407923067
2005-05-11,97.76492593360605,-0.0042853174149339295
2005-05-12,97.58186011030756,-0.002132719361337346
2005-05-13,97.15030747204538,-0.004691391739004787
2005-05-14,97.17536608309968,0.0
2005-05-16,96.78456106489828,-0.004288767122970527
2005-05-17,96.47902126435503,-0.0034206867948074916
2005-05-18,96.58859714270369,0.0008774266780825002
2005-05-19,97.23440886699998,0.006407701086819122
2005-05-20,97.55089640757264,0.002992473994135818
2005-05-21,97.57605834513808,0.0
2005-05-23,97.77129602459505,0.0017414232169039403
2005-05-24,97.83972802574418,0.00044188498363704424
2005-05-25,98.36854951270723,0.005133839830461712
2005-05-26,98.77501925873186,0.003866689007536093
2005-05-27,99.01303567863846,0.0021494341462130464
2005-05-28,99.0385747553016,0.0
2005-05-30,99.06412041942498,0.0
2005-05-31,98.62583542342685,-0.004693187971441736
2005-06-01,98.65508781095323,3.866238714886675e-05
2005-06-02,99.23418223556263,0.0055962642536402825
2005-06-03,99.68378213901342,0.004263657083042121
2005-06-04,99.70949422567625,0.0
2005-06-06,99.3507098601061,-0.0038636878622736203
2005-06-07,99.37804524811703,1.7203683282035838e-05
2005-06-08,99.4451483550137,0.0004172071474385014
2005-06-09,99.34129421512445,-0.0013031211154570044
2005-06-10,99.79219893220045,0.004271871509387516
2005-06-11,99.81793898351232,0.0
2005-06-13,99.97094296934434,0.0012740820499108337
2005-06-14,100.2104615470029,0.002135663287614703
2005-06-15,100.45280734381359,0.002158101348165872
