date,NAV_apple_price,Log_Return_apple_price,NAV_lockheed_martin_price,Log_Return_lockheed_martin_price,NAV_nvidia_price,Log_Return_nvidia_price,NAV_procter_gamble_price,Log_Return_procter_gamble_price,NAV_johnson_johnson_price,Log_Return_johnson_johnson_price,NAV_toyota_price,Log_Return_toyota_price,NAV_nestle_price,Log_Return_nestle_price,NAV_x_steel_price,Log_Return_x_steel_price,NAV
2005-01-03,100.0,,100.0,,100.0,,100.0,,100.0,,100.0,,100.0,,100.0,,100.0
2005-01-04,101.02698561436321,0.010217479466425242,98.30285130641433,-0.01711715308662471,95.29264222928164,-0.0482175847168804,98.74975403836878,-0.012581272960657986,99.68203920099565,-0.0031846736843268025,98.39026439990384,-0.016228325850039367,98.08720709193875,-0.01931323473048393,98.9044199042844,-0.011016257718139216,98.55452047319382
2005-01-05,101.91187454644007,0.008720799353311144,100.77472173966572,0.02483451489393899,96.1832106948864,0.009302216168008769,99.78251136716916,0.010404018132310351,99.61845566269149,-0.00063806706054461,98.14451038225612,-0.0025008718788447604,98.46977320973372,0.0038926788587351395,99.08703495729902,0.0018446766293658708,99.24833658876683
2005-01-06,101.99088109732872,0.0007749434733540059,100.55337889892684,-0.0021988279749984977,95.25040918052582,-0.009745507583097798,100.27179074972743,0.004891475493840987,99.90461933951197,0.0028684789770234095,98.69744184692387,0.005618039373456437,97.85769383756538,-0.006235310468409141,98.39727019423032,-0.0069855431544784815,99.11327760013351
2005-01-07,109.41693162503955,0.07028223778473748,101.03302049956551,0.004758679228304209,93.42645981418859,-0.019334709086837844,101.32266708079608,0.01042574147331112,99.53896818194067,-0.0036667167071267512,97.61614979931177,-0.011016078646900624,97.1690596738408,-0.007061974967616575,99.02618471512721,0.006371245489880632,99.77796956354871
2005-01-10,108.95875224511856,-0.004196255225159532,101.45731856333192,0.004190804230164801,93.63868449147732,0.0022689931801743372,102.11993862434612,0.007837843231186189,100.317917606552,0.007795111645607341,98.25509065505584,0.006524113704356799,97.39861067523458,0.0023596017518043542,99.39135969792422,0.0036808780814820037,100.15928862093101
2005-01-11,102.00659737236518,-0.06593189952693017,101.64176159523339,0.0018162867351476915,90.75470502524114,-0.03128327614028939,102.0111943079307,-0.0010654359787274322,99.96821364052556,-0.003492047294717199,99.3118721408672,0.010698059531371193,98.08720709193877,0.0070450048254863925,94.01502331704171,-0.055610593294736624,98.48657198583336
2005-01-12,103.42865973934926,0.013844605849696334,102.93299977740541,0.012623798958755941,89.99138179420845,-0.008446409906107259,102.39173547295223,0.003723445697014019,100.66771880516137,0.00697290849503558,99.65595492535046,0.003458681059782422,101.53021416385494,0.03449947941855984,96.30755465076315,0.024092172830908944,99.61808934900046
2005-01-13,110.28596031668275,0.06419453465419893,102.1028971484506,-0.008097188607770126,90.92475437042411,0.010318381513761306,100.61600258668838,-0.017494684622995284,98.52146978855758,-0.02155068853591709,98.56226810207586,-0.011035291361536368,100.61206674575699,-0.009084232432743143,97.34224773942387,0.010686330917966403,99.87548201173934
2005-01-14,110.91792546248998,0.0057138857481871756,103.30196685314306,0.011675315783996925,91.221420171674,0.0032574503891938315,101.25019116751685,0.006283277605733086,99.68203920099565,0.011711020480639354,100.14744035055695,0.015954991708280103,100.38254093107909,-0.002283901216077105,102.35341831668397,0.05019861408588041,101.17512713127724
