date,forward_price,days_to_expiry,roll_date,daily_returns,log_returns,NAV
2005-01-03,,182.0,False,,,1000.0
2005-01-04,1.839453504327607,181.0,False,,,1000.0
2005-01-05,1.8421323916712957,180.0,False,0.0014563495828441297,0.0014552901342839782,1001.4563495828442
2005-01-06,1.8329478300033268,179.0,False,-0.004985831479590974,-0.0049983022059240725,996.4632569896578
2005-01-07,1.8297460212964352,178.0,False,-0.0017468084221937685,-0.0017483358710585592,994.7226265799417
2005-01-08,1.8299768330894945,177.0,False,0.00012614416994116695,0.00012613621443438203,994.8481050399932
2005-01-10,1.836699171671619,175.0,False,0.003673455565432082,0.0036667249056868217,998.5026353482119
2005-01-11,1.8353753660237933,174.0,False,-0.0007207525697422446,-0.0007210124367496845,997.7829620078903
2005-01-12,1.849599392131795,173.0,False,0.00774992754687398,0.007720051119202986,1005.5157076709568
2005-01-13,1.841183919072394,172.0,False,-0.004549889611339952,-0.0045602718631134785,1000.9407221985855
2005-01-14,1.8316131480964901,171.0,False,-0.005198161290006165,-0.005211718733331185,995.737670882862
2005-01-15,1.83183871891458,170.0,False,0.00012315418150610213,0.00012314659865245796,995.8603001407143
2005-01-17,1.8320569739114676,168.0,False,0.00011914531264900496,0.00011913821540997143,995.9789522275294
2005-01-18,1.8237257286454926,167.0,False,-0.004547481538299314,-0.004557852786453732,991.44975632974
2005-01-19,1.8311546145497672,166.0,False,0.004073466633490064,0.004065192530194573,995.488393830931
2005-01-20,1.8307650192155205,165.0,False,-0.00021275938752041146,-0.00021278202400970783,995.2765943299759
2005-01-21,1.8392436286593328,164.0,False,0.004631183879319156,0.004620492942346371,999.8859032491005
2005-01-22,1.8394726921697442,163.0,False,0.00012454223401525688,0.00012453447927508523,1000.0104312732515
2005-01-24,1.8417827268021438,161.0,False,0.0012558134960267697,0.0012550256218047723,1001.266257869012
2005-01-25,1.8248502999534788,160.0,False,-0.00919349856107321,-0.009236019580904817,992.061117968042
2005-01-26,1.8444955176053268,159.0,False,0.010765385879789147,0.010707851663587674,1002.741038719303
2005-01-27,1.8543391444119728,158.0,False,0.005336758323720714,0.0053225682924738504,1008.0924253042245
2005-01-28,1.8510903678535189,157.0,False,-0.0017519861823788174,-0.0017535227050770592,1006.3262613045308
2005-01-29,1.8513280845552607,156.0,False,0.00012841982534728125,0.00012841158022739382,1006.45549354725
2005-01-31,1.8484326516846217,154.0,False,-0.001563976096292219,-0.0015652003835776459,1004.8814212133601
2005-02-01,1.8466151967939113,153.0,False,-0.0009832410659127433,-0.0009837247644971256,1003.8933805336504
2005-02-02,1.8495116688859243,152.0,False,0.0015685304101482611,0.0015673015511584547,1005.468017829564
2005-02-03,1.8458359322908178,151.0,False,-0.0019874092480426375,-0.00198938676632872,1003.4697413923185
2005-02-04,1.8388957981133267,150.0,False,-0.0037598868112171946,-0.003766972953271611,999.696808746202
2005-02-05,1.839122993168588,149.0,False,0.00012354971689765293,0.00012354208525996484,999.8203210039061
2005-02-07,1.8233750092643217,147.0,False,-0.008562768212219685,-0.008599639342120652,991.2590913412826
2005-02-08,1.8191728833408272,146.0,False,-0.002304586770216832,-0.002307246417351689,988.9746487535202
2005-02-09,1.8250660083077093,145.0,False,0.0032394529518600113,0.003234217228352488,992.1783855987395
2005-02-10,1.8317292245656818,144.0,False,0.003650945350821111,0.003644296827194237,995.8007746628264
2005-02-11,1.8369174240021466,143.0,False,0.0028324052304702363,0.002828401529063568,998.6212859854877
2005-02-12,1.8371459909841974,142.0,False,0.0001244296445035431,0.000124421903777438,998.7455440770965
2005-02-14,1.8527948618209444,140.0,False,0.008518033359103727,0.00848195961973981,1007.2528919388014
2005-02-15,1.8626818721310718,139.0,False,0.005336268204247041,0.005322080774645535,1012.6278635196903
2005-02-16,1.8522377601177422,138.0,False,-0.005607029396480168,-0.0056228077934048284,1006.9500293212405
2005-02-17,1.8630906722729048,137.0,False,0.005859351530806078,0.0058422522917479175,1012.8501035169892
2005-02-18,1.8613608630508427,136.0,False,-0.0009284621772872592,-0.0009288934652716382,1011.9097105046121
2005-02-19,1.8616025017302518,135.0,False,0.0001298182873648024,0.00012980986170013092,1012.0410748901976
2005-02-21,1.8634447273411134,133.0,False,0.0009895912844710697,0.0009891019618089394,1013.0425819174357
2005-02-22,1.8787527990995616,132.0,False,0.00821493202016832,0.008181373130183855,1021.3646578614232
2005-02-23,1.8738058826238195,131.0,False,-0.00263308535221507,-0.0026365580186753514,1018.6753175415381
2005-02-24,1.8752308249314849,130.0,False,0.0007604535351708464,0.0007601645368851672,1019.4499727879538
2005-02-25,1.8869407138732883,129.0,False,0.00624450536228327,0.006225089226195284,1025.8159336096078
2005-02-26,1.8871917891831385,128.0,False,0.00013305945862751578,0.00013305060700293686,1025.9524281223853
2005-02-28,1.8854114421514,126.0,False,-0.0009433842611772381,-0.0009438295281699649,1024.984560748978
2005-03-01,1.8855086951707127,125.0,False,5.158185483455924e-05,5.158052453643112e-05,1025.0374313537984
2005-03-02,1.88387517548803,124.0,False,-0.000866354892378185,-0.0008667303946724571,1024.1493851602743
2005-03-03,1.8742704895518434,123.0,False,-0.005098366421065315,-0.005111407435276577,1018.9278963248184
2005-03-04,1.8944570469244801,122.0,False,0.010770354377965807,0.010712767231566736,1029.902110853832
2005-03-05,1.8946916870849,121.0,False,0.00012385615224208557,0.00012384848270213474,1030.0296705664684
2005-03-07,1.886962186065161,119.0,False,-0.004079556094760295,-0.004087900184913101,1025.827606746125
2005-03-08,1.9005128831917548,118.0,False,0.007181223464181263,0.007155561263052063,1033.1943040258952
2005-03-09,1.8946059023086175,117.0,False,-0.0031080983114500915,-0.00311293848075689,1029.9830345541525
2005-03-10,1.8951104681493984,116.0,False,0.000266317042592501,0.00026628158650381415,1030.2573365898354
2005-03-11,1.8991924625782108,115.0,False,0.0021539612056487023,0.0021516447569749817,1032.476470924685
2005-03-12,1.899427480340669,114.0,False,0.0001237461537411111,0.0001237384978174158,1032.60423591679
2005-03-14,1.887447425423273,112.0,False,-0.006307192583760779,-0.006327166955337166,1026.0914021380556
2005-03-15,1.8870996023360394,111.0,False,-0.00018428226532218872,-0.0001842992473852056,1025.902311690042
2005-03-16,1.9009026485456832,110.0,False,0.007314423781636714,0.007287803115082546,1033.406195956304
2005-03-17,1.8992786223796563,109.0,False,-0.0008543447331558207,-0.0008547098936141132,1032.523310815578
2005-03-18,1.8971625517819626,108.0,False,-0.001114144377112214,-0.0011147654973466764,1031.3729307745955
2005-03-19,1.897398525626989,107.0,False,0.00012438251261315258,0.00012437477774981178,1031.5012155311665
2005-03-21,1.8701452406305612,105.0,False,-0.014363500671226714,-0.014467654290384276,1016.6852471295134
2005-03-22,1.8598791999552156,104.0,False,-0.005489434965962436,-0.005504557281454218,1011.1042195845425
2005-03-23,1.8451664402657668,103.0,False,-0.0079105996184069,-0.007942054405536973,1003.1057789309275
2005-03-24,1.8448634430424948,102.0,False,-0.00016421132352073542,-0.0001642248076763092,1002.941057603338
2005-03-25,1.8450926557620881,101.0,False,0.0001242437322164225,0.00012423601460316173,1003.0656667435277
2005-03-28,1.8437136592300212,98.0,False,-0.0007473860609441552,-0.000747665493144031,1002.3159894459919
2005-03-29,1.8530549805402596,97.0,False,0.0050665792182391645,0.005053787295086095,1007.3943028082278
2005-03-30,1.8550073668738505,96.0,False,0.001053604104623851,0.00105304945337358,1008.4556975806413
2005-03-31,1.8662756999210213,95.0,False,0.006074548947026859,0.0060561732530581575,1014.581611076503
2005-04-01,1.8611765643225673,94.0,False,-0.002732252045434591,-0.002735991458954431,1011.8095183943789
2005-04-02,1.861418859960386,93.0,False,0.0001301841224865541,0.0001301756492690579,1011.9412399286546
2005-04-04,1.85392960693288,91.0,False,-0.004023410952044171,-0.004031526645716898,1007.8697844611005
2005-04-05,1.857628265965642,90.0,False,0.001995037470101657,0.001993050025759725,1009.8805224460837
2005-04-06,1.857398265518092,89.0,False,-0.00012381403306782612,-0.00012382169865796333,1009.7554850656829
2005-04-07,1.8493902690172142,88.0,False,-0.004311405178707983,-0.004320726086469838,1005.4020200381419
2005-04-08,1.8657119583535833,87.0,False,0.008825443504167918,0.008786726905003112,1014.2751387649648
2005-04-11,1.8705709440050713,84.0,False,0.002604360029817121,0.0026009745609472737,1016.9166763956015
2005-04-12,1.8709379306002203,83.0,False,0.00019618961596989948,0.00019617037330395861,1017.1161848878169
2005-04-13,1.8741418705749329,82.0,False,0.0017124779621549013,0.0017110133436157161,1018.8579739393883
2005-04-14,1.8595598932600175,81.0,False,-0.0077806155146846745,-0.007811042433106617,1010.9306317800954
2005-04-15,1.8736086495708717,80.0,False,0.007554882400816476,0.007526487202019118,1018.5680938185772
2005-04-16,1.8738521181483778,79.0,False,0.00012994633514407106,0.00012993789285041787,1018.7004530094636
2005-04-18,1.8861723097447205,77.0,False,0.0065747939642732955,0.006553274279930631,1025.3981985993128
2005-04-19,1.89910389370598,76.0,False,0.006855992898660457,0.00683259745115678,1032.4283213672088
2005-04-20,1.8998385025096673,75.0,False,0.00038681864963896473,0.0003867438545925681,1032.827683896329
2005-04-21,1.8914850081479986,74.0,False,-0.004396949714743581,-0.00440664472756738,1028.2863925062418
2005-04-22,1.8967095822408122,73.0,False,0.002762154640564285,0.002758346901532868,1031.126678537132
2005-04-23,1.896945181881582,72.0,False,0.00012421492619418828,0.00012420721215903582,1031.2547598614033
