Date,NAV_30Y_Revenue_Bond,Log_Return_Rev_Bond,Bond_Price,Days_to_Maturity,Roll_Date,Effective_Yield (%)
2005-01-03,100.0,,76.28151450862458,10955,False,5.6499999999999995
2005-01-04,99.08105988335292,-0.009231884175934978,75.58053307021886,10954,False,5.710000000000001
2005-01-05,99.54060460153235,0.0046273455553241475,75.93108074109051,10953,False,5.68
2005-01-06,99.38855682693328,-0.001528662797511872,75.81509639584968,10952,False,5.6899999999999995
2005-01-07,99.54282113616459,0.0015509301924406381,75.9327715472776,10951,False,5.68
2005-01-08,99.54392965859833,1.113607439294132e-05,75.93361714497873,10950,False,5.68
2005-01-10,99.85348774686157,0.003104938278399371,76.16975274298987,10948,False,5.66
2005-01-11,100.16333687130857,0.003098233090073178,76.40611034780976,10947,False,5.64
2005-01-12,100.78618116921687,0.0061990324588552,76.88122541128482,10946,False,5.6000000000000005
2005-01-13,101.25732842448295,0.004663828204315134,77.24062367316759,10945,False,5.569999999999999
2005-01-14,101.10135411546527,-0.0015415631091116474,77.12164410800455,10944,False,5.58
2005-01-15,101.10242891993552,1.0630903676797312e-05,77.12246398513246,10943,False,5.58
2005-01-17,101.10457901512363,2.1266277664196776e-05,77.12410411030532,10941,False,5.58
2005-01-18,102.05328078271157,0.009339620575602095,77.84778818679149,10940,False,5.52
2005-01-19,102.3731222374202,0.0031291624855191275,78.09176809246965,10939,False,5.5
2005-01-20,102.2145937090564,-0.001549736838874902,77.9708401301055,10938,False,5.510000000000001
2005-01-21,102.3752133129254,0.0015701626508809962,78.09336319653453,10937,False,5.5
2005-01-22,102.37625908383023,1.0215026955451256e-05,78.09416092641902,10936,False,5.5
2005-01-24,103.50562269540785,0.010971095948583165,78.95565659363973,10934,False,5.43
2005-01-25,102.21984274924027,-0.012500121806481886,77.97484417745493,10933,False,5.510000000000001
2005-01-26,102.38044372233718,0.0015699001096344282,78.09735303204883,10932,False,5.5
2005-01-27,102.22194345989719,-0.001549349412089217,77.97644663135947,10931,False,5.510000000000001
2005-01-28,103.34755671639519,0.010951279300920668,78.83508147092599,10930,False,5.4399999999999995
2005-01-29,103.34857958142888,9.89728257161686e-06,78.83586172786507,10929,False,5.4399999999999995
2005-01-31,103.67525485160843,0.0031559220435692778,79.08505457148317,10927,False,5.42
2005-02-01,103.5137721148852,-0.001558796542324021,78.96187309424072,10926,False,5.43
2005-02-02,103.84015445964809,0.0031480726668831564,79.21084248991461,10925,False,5.41
2005-02-03,104.33202521407509,0.004725623477155057,79.58604895081652,10924,False,5.38
2005-02-04,105.99401124613304,0.01580423092884378,80.85383706699213,10923,False,5.28
2005-02-05,105.99496521419626,9.000166698782921e-06,80.85456476827868,10922,False,5.28
2005-02-07,106.84185210132334,0.007958128366860318,81.50058291195417,10920,False,5.2299999999999995
2005-02-08,107.52584928426873,0.006381553748947704,82.02234632230125,10919,False,5.1899999999999995
2005-02-09,107.35540271388436,-0.0015864260334206494,81.89232709698405,10918,False,5.2
2005-02-10,105.66450897058634,-0.015875785923148165,80.60248774086475,10917,False,5.3
2005-02-11,105.33180432012318,-0.0031536562987135083,80.34869559465082,10916,False,5.319999999999999
2005-02-12,105.33277757899249,9.239890830611713e-06,80.34943801125641,10915,False,5.319999999999999
2005-02-14,106.50926773890748,0.01110735362989775,81.24688252328451,10913,False,5.250000000000001
2005-02-15,106.00451239004232,-0.004750339462592851,80.86184749860688,10912,False,5.28
2005-02-16,105.17043893690587,-0.0078994008059185,80.22560363644001,10911,False,5.33
2005-02-17,104.34601830028566,-0.007869786482912321,79.59672308890448,10910,False,5.38
2005-02-18,103.20738876692617,-0.01097202857126028,78.72815923621538,10909,False,5.450000000000001
2005-02-19,103.20841889400803,9.981087141947282e-06,78.72894503275478,10908,False,5.450000000000001
2005-02-21,103.21047960349291,1.9966287001324556e-05,78.73051697315947,10906,False,5.450000000000001
2005-02-22,102.24930971010791,-0.009356350538701546,77.99732202148445,10905,False,5.510000000000001
2005-02-23,102.56961472324812,0.0031276921811841064,78.24165553655486,10904,False,5.49
2005-02-24,102.8913766303582,0.0031320998505058755,78.48710039241026,10903,False,5.47
2005-02-25,103.86344874544132,0.009403207648310177,79.22861172391168,10902,False,5.41
2005-02-26,103.86446331901365,9.76829317024745e-06,79.22938565599847,10901,False,5.41
2005-02-28,102.25564006006262,-0.015610858958607832,78.0021509083036,10899,False,5.510000000000001
2005-03-01,102.5758988888479,0.003127048611730082,78.2464491932486,10898,False,5.49
2005-03-02,102.25775143395404,-0.0031064008304178786,78.00376149628491,10897,False,5.510000000000001
2005-03-03,102.25880735673752,1.0326037067503198e-05,78.0045669701762,10896,False,5.510000000000001
2005-03-04,103.06057385050583,0.0078099842734694605,78.61616659444536,10895,False,5.46
2005-03-05,103.06161018244738,1.0055510971956823e-05,78.61695712414571,10894,False,5.46
2005-03-07,103.548514107264,0.004713271703100087,78.98837481219776,10892,False,5.43
2005-03-08,102.90385654808044,-0.006245117480153698,78.49662026265821,10891,False,5.47
2005-03-09,100.22605365205095,-0.0263669493991929,76.4539516580111,10890,False,5.64
2005-03-10,101.79024512847084,0.015486104299794815,77.64714060603902,10889,False,5.540000000000001
2005-03-11,100.8491910387043,-0.009288032702411615,76.92929029401975,10888,False,5.6000000000000005
2005-03-12,100.85028227249619,1.0820393072716032e-05,76.93012270368303,10887,False,5.6000000000000005
2005-03-14,101.32187380496536,0.004665255561917968,77.28985986694495,10885,False,5.569999999999999
2005-03-15,100.8535569647734,-0.004632785260015055,76.93262068854759,10884,False,5.6000000000000005
2005-03-16,101.16721466580894,0.0031052049800187028,77.17188353327043,10883,False,5.58
2005-03-17,101.63983064630581,0.004660753627247028,77.53240216100323,10882,False,5.55
2005-03-18,100.85683314392793,-0.007733474617194036,76.93511980762469,10881,False,5.6000000000000005
2005-03-19,100.85792553417997,1.083103942627866e-05,76.93595309945329,10880,False,5.6000000000000005
2005-03-21,100.08501574498676,-0.007692866402921335,76.3463658064713,10878,False,5.6499999999999995
2005-03-22,99.6253129689379,-0.004603703683469924,75.99569756666304,10877,False,5.68
2005-03-23,99.9332853836394,0.0030865386081195445,76.23062358886612,10876,False,5.66
2005-03-24,100.24264880736075,0.0030909177096693284,76.4666106938165,10875,False,5.64
2005-03-25,100.24375650032464,1.105005561049156e-05,76.46745565878547,10874,False,5.64
2005-03-28,99.63204263980218,-0.006120958845768346,76.00083106151976,10871,False,5.68
2005-03-29,100.0939059886324,0.004624979130550674,76.35314741896771,10870,False,5.6499999999999995
2005-03-30,101.33918458059155,0.012364348409183538,77.30306478876582,10869,False,5.569999999999999
2005-03-31,101.49739222127754,0.0015599521078791033,77.42374797314946,10868,False,5.56
2005-04-01,102.13056626842716,0.006218950408675595,77.90674272579075,10867,False,5.52
2005-04-02,102.13163082843904,1.0423465790757522e-05,77.90755478829067,10866,False,5.52
2005-04-04,101.97520477357531,-0.0015327863471932275,77.78823062455452,10864,False,5.53
2005-04-05,101.66025813399362,-0.003093242072928254,77.54798455798758,10863,False,5.55
2005-04-06,101.97734276693994,0.0031142076689992747,77.78986151827314,10862,False,5.53
