Date,NAV_Green_Bond,Log_Return_Green_Bond
2005-01-03,100.0,
2005-01-04,99.63302326640874,-0.003676517451358129
2005-01-05,99.587268716834,-0.0004593362445534282
2005-01-06,99.67880389559355,0.0009187232326894912
2005-01-07,99.587268716834,-0.0009187232326895339
2005-01-10,99.4958377866136,-0.0009185202929009762
2005-01-11,99.58726871683399,0.0009185202929009366
2005-01-12,99.63302326640871,0.0004593362445533536
2005-01-13,99.8163024357964,0.0018378525004378377
2005-01-14,99.67880389559353,-0.0013784655123016912
2005-01-18,99.63302326640873,-0.00045938698813604006
2005-01-19,99.58726871683399,-0.0004593362445534282
2005-01-20,99.8163024357964,0.0022971887449911377
2005-01-21,99.95403632301239,0.0013789225156846604
2005-01-24,99.95403632301239,0.0
2005-01-25,99.67880389559353,-0.002757388027986317
2005-01-26,99.58726871683399,-0.0009187232326895339
2005-01-27,99.49583778661359,-0.0009185202929009762
2005-01-28,99.77044346277508,0.002756169767166726
2005-01-31,99.67880389559352,-0.0009189262415762938
2005-02-01,99.67880389559352,0.0
2005-02-02,99.58726871683398,-0.0009187232326895339
2005-02-03,99.45016137105101,-0.0013777043585121802
2005-02-04,99.81630243579639,0.003674893103503259
2005-02-07,99.86218755847679,0.0004595900488768594
2005-02-08,99.81630243579639,-0.00045959004887686003
2005-02-09,100.27633329680648,0.0045981869335061645
2005-02-10,99.95403632301239,-0.0032192644178214978
2005-02-11,99.72461062188049,-0.0022979502876291726
2005-02-14,99.72461062188049,0.0
2005-02-15,99.67880389559355,-0.0004594377403570665
2005-02-16,99.35888655182923,-0.0032146436038872255
2005-02-17,99.35888655182923,0.0
2005-02-18,98.99482488240318,-0.0036708370678402527
2005-02-22,98.90406817285117,-0.0009172028656994485
2005-02-23,98.94943361820928,0.00045857612569349883
2005-02-24,98.76812657707396,-0.0018340009028637043
2005-02-25,98.76812657707396,0.0
2005-02-28,98.36169042166753,-0.004123543941765382
2005-03-01,98.27165326378946,-0.0009157873479961669
2005-03-02,98.36169042166753,0.0009157873479962525
2005-03-03,98.27165326378946,-0.0009157873479961669
2005-03-04,98.49693816567718,0.0022898471619816445
2005-03-07,98.40674738492507,-0.0009160903901561437
2005-03-08,98.13678919215809,-0.0027470591730937343
2005-03-09,97.64424836171821,-0.005031558476900067
2005-03-10,97.77827285307738,0.0013716383509817967
2005-03-11,97.37688264714953,-0.0041135554006122305
2005-03-14,97.46590348466306,0.0009137709994303102
2005-03-15,97.37688264714954,-0.0009137709994302208
2005-03-16,97.55502534454284,0.0018277433265930238
2005-03-17,97.7335726713253,0.0018285489101321243
2005-03-18,97.55502534454284,-0.0018285489101320484
2005-03-21,97.55502534454284,0.0
2005-03-22,96.97753542268947,-0.005937223218377571
2005-03-23,97.02180682938588,0.00045640780995421105
2005-03-24,97.02180682938588,0.0
2005-03-25,97.02180682938588,0.0
2005-03-28,96.88906780553181,-0.0013690727230989666
2005-03-29,97.0218068293859,0.0013690727230990531
2005-03-30,97.19914350053527,0.001826133793799976
2005-03-31,97.55502534454286,0.003654681614623407
2005-04-01,97.77827285307741,0.0022858120740192603
2005-04-04,97.77827285307741,0.0
2005-04-05,97.68889784651374,-0.0009144759447045233
2005-04-06,97.95732748843167,0.002744032601616316
2005-04-07,97.77827285307742,-0.0018295566569116657
2005-04-08,97.59962420002745,-0.0018287503912453264
2005-04-11,97.77827285307741,0.0018287503912452609
2005-04-12,98.13678919215812,0.0036599201259182998
