Date,NAV_1_year_eur_zcb_data,Log_Return_1_year_eur_zcb_data
2005-01-03,134.70009570000002,
2005-01-04,132.83824298098773,-0.013918624043639815
2005-01-05,132.80557275226914,-0.00024597018223914763
2005-01-06,131.8969748750342,-0.006865075186003614
2005-01-07,130.70881018878887,-0.009049098395157473
2005-01-10,131.23287227469814,0.004001369924851662
2005-01-11,131.2795581443817,0.00035568502490498845
2005-01-12,132.6748733182053,0.010572492859090702
2005-01-13,132.27562070862695,-0.003013792544482018
2005-01-14,131.14654714837138,-0.008572402874817291
2005-01-18,130.36196852723737,-0.006000423911046225
2005-01-19,130.2296011152502,-0.001015899505520625
2005-01-20,129.81394625463693,-0.0031968123708744395
2005-01-21,130.19101708954398,0.0029004915476267324
2005-01-24,130.63625192845637,0.003414023948061035
2005-01-25,129.97188965897496,-0.0050985644932554685
2005-01-26,131.03458420204782,0.008143096219954984
2005-01-27,130.64607831058584,-0.0029693151429748413
2005-01-28,130.71920962965189,0.0005596100503696536
2005-01-31,130.80555206913718,0.0006603003253805148
2005-02-01,130.6938232151488,-0.0008545248772830253
2005-02-02,130.6167243742869,-0.0005900936170419511
2005-02-03,130.00179800386917,-0.004718985480745114
2005-02-04,128.88592112159822,-0.008620600440541352
2005-02-07,127.960410161345,-0.007206760255018855
2005-02-08,128.0062900136153,0.000358482980249338
2005-02-09,128.47078659439723,0.0036221333677747794
2005-02-10,129.127994652276,0.005102582245450536
2005-02-11,128.9473907670864,-0.0013996213887565998
2005-02-14,130.11887465541096,0.009043955386067412
2005-02-15,130.5541406684585,0.003339558696074154
2005-02-16,130.6268862367814,0.0005570509547799965
2005-02-17,131.13467496248276,0.0038797855601275344
2005-02-18,131.07417086614487,-0.00046149547106636677
2005-02-22,133.0271770500201,0.0147900932753243
2005-02-23,132.4629068867123,-0.004250787860695459
2005-02-24,132.26021375851704,-0.0015313597642085657
2005-02-25,132.88200969966317,0.004690290915828623
2005-02-28,132.62409270710654,-0.0019428334892982312
2005-03-01,132.181606759951,-0.003341970054882492
2005-03-02,131.82282270390638,-0.0027180171003428886
2005-03-03,131.55102897767418,-0.0020639393089338944
2005-03-04,132.99984008552383,0.010953096449684927
2005-03-07,132.78888785251058,-0.0015873681246390606
2005-03-08,134.10129179672163,0.009834865594498022
2005-03-09,134.33993608201877,0.0017780007195730026
2005-03-10,134.96382780678297,0.004633376317553881
2005-03-11,135.32805666261874,0.00269507963225781
2005-03-14,134.2576599726871,-0.007941090709865607
2005-03-15,133.72166778089206,-0.004000255624458554
2005-03-16,134.70697387140598,0.007341321773275301
2005-03-17,134.3944293075439,-0.0023228768092952365
2005-03-18,133.81910055084674,-0.004290086629139274
2005-03-21,132.2123192584166,-0.012079782396742247
2005-03-22,131.37475334874816,-0.0063551578637901455
2005-03-23,130.51793988910813,-0.0065432640065981405
2005-03-24,129.9135516555198,-0.004641445740929492
2005-03-25,129.92167165573989,6.250115068513935e-05
2005-03-28,129.57571301915397,-0.0026663763258131046
2005-03-29,130.0143428759426,0.0033794073715183288
2005-03-30,129.79859205192827,-0.0016608170310425771
2005-03-31,130.3677625368412,0.004375441965601788
2005-04-01,129.82358423478277,-0.004182914630000783
2005-04-04,129.24554130783142,-0.004462468346889659
2005-04-05,129.3320092975793,0.000668797370602799
2005-04-06,129.43822174864187,0.0008209016670710232
2005-04-07,129.29558998627655,-0.0011025368184958036
2005-04-08,130.15966126129197,0.006660682066592171
2005-04-11,130.55369180078424,0.0030227131436039636
2005-04-12,129.99496482168053,-0.004288856007127279
2005-04-13,129.9766593044548,-0.0001408270407779481
2005-04-14,128.80614467501377,-0.009046370887326896
2005-04-15,129.59896157910686,0.0061362517427327595
2005-04-18,131.11978397321562,0.011666515504818157
2005-04-19,131.6135588459301,0.003758757444063268
2005-04-20,131.8409468762624,0.0017262038177924795
2005-04-21,131.4437370027485,-0.0030173435767214406
2005-04-22,131.6107442166192,0.001269753972903432
2005-04-25,130.94649840935605,-0.005059827851478087
2005-04-26,130.8704782063554,-0.0005807125734904716
2005-04-27,130.24274060888604,-0.004808173325589442
2005-04-28,130.0996855319457,-0.0010989764016474748
2005-04-29,129.81359532994964,-0.002201429004220401
2005-05-02,129.53885132309304,-0.0021186930231514864
2005-05-03,129.9724805797247,0.0033418938358148456
2005-05-04,130.60720306352948,0.0048716287489495086
2005-05-05,130.68010469589186,0.0005580189476421507
2005-05-06,129.22395432408416,-0.01120540874657467
2005-05-09,129.67672806012754,0.0034976670858050092
2005-05-10,130.02451238108313,0.002678343224452285
2005-05-11,129.29431325721902,-0.005631685643916538
2005-05-12,127.95328914301265,-0.010426035067864584
2005-05-13,127.30418398306011,-0.005085896613856508
2005-05-16,127.56353898972463,0.0020352133503773796
2005-05-17,127.1989930930973,-0.002861850543368691
2005-05-18,127.99746049183464,0.006257688875340784
2005-05-19,127.53559277349896,-0.003614939166571616
2005-05-20,126.73802402932672,-0.00627333161711005
2005-05-23,126.90290412401723,0.001300106564940912
2005-05-24,126.9004412450196,-1.9407774110413658e-05
2005-05-25,127.23351702405743,0.0026212629907517064
2005-05-26,126.37421614705683,-0.006776640086763248
2005-05-27,127.07352155063822,0.00551835407607487
2005-05-31,124.34560275994767,-0.021701020980091284
2005-06-01,123.25470554714454,-0.008811816746880596
2005-06-02,123.97500033048581,0.005826943965441253
2005-06-03,123.61524167040311,-0.002906083134496936
2005-06-06,123.93722197192083,0.002601311078431705
2005-06-07,124.1492561136436,0.0017093571160150258
2005-06-08,123.75673954087404,-0.0031666591986804766
2005-06-09,123.6446407683478,-0.0009062098203136617
2005-06-10,122.72224034607306,-0.007488057876058217
2005-06-13,122.55623120467986,-0.001353638300926607
2005-06-14,121.63146713857115,-0.007574243038914284
2005-06-15,122.5876851997694,0.007830859607038679
2005-06-16,122.35327499748247,-0.0019140144928041375
2005-06-17,124.1833871900515,0.014846845038466637
2005-06-20,122.93420545221461,-0.010110104787009274
2005-06-21,123.19724714918344,0.0021374090497678602
2005-06-22,122.68187452250746,-0.004192087379503514
2005-06-23,121.75227909889539,-0.0076061376163505095
2005-06-24,122.45443413574198,0.005750513263733906
2005-06-27,123.14550873839647,0.005627659505609025
2005-06-28,122.22178126898784,-0.007529380410404638
2005-06-29,122.28490829234335,0.0005163623528779939
2005-06-30,122.42043311165227,0.001107657335043674
2005-07-01,120.84974287581856,-0.012913313816030943
2005-07-05,120.7814568586732,-0.000565208624037699
2005-07-06,120.76721232679145,-0.00011794336889774584
2005-07-07,120.95475493694018,0.001551722004439798
2005-07-08,121.31867742443997,0.00300423168702486
2005-07-11,122.21324499105346,0.007346647464491158
2005-07-12,123.84573772281168,0.013269311829730474
2005-07-13,122.32852732063587,-0.01232646810178421
2005-07-14,122.47124488268575,0.0011659943711105083
2005-07-15,121.98727387702044,-0.003959539969619504
2005-07-18,122.11473632554086,0.0010443376521094842
2005-07-19,121.85427040592012,-0.002135238586826506
2005-07-20,123.1573347858683,0.010636856690324766
2005-07-21,123.19959986882391,0.00034312071165785573
2005-07-22,122.20004131238991,-0.008146418466789082
2005-07-25,122.26070378404434,0.0004962962284651132
2005-07-26,121.77191585877635,-0.004005928220855535
2005-07-27,122.28516176264053,0.004205955963079355
2005-07-28,122.94572352134492,0.005387277018951019
2005-07-29,122.86959597834552,-0.0006193881291707272
2005-08-01,123.48440475640739,0.0049912731484940825
2005-08-02,123.59664143505775,0.0009085009805500033
2005-08-03,125.02767118099524,0.01151171045278042
2005-08-04,125.54025633863229,0.004091392523740599
2005-08-05,125.3457765452401,-0.001550344035580268
2005-08-08,125.21526379554275,-0.001041764205028236
2005-08-09,125.4952883824709,0.0022338485631408765
2005-08-10,125.58461142215629,0.0007115109056773402
2005-08-11,126.47731197819488,0.007083214127449378
2005-08-12,126.20979685987619,-0.0021173634024549584
2005-08-15,125.48886321636077,-0.0057285614062003104
2005-08-16,125.28773535522232,-0.0016040404520064157
2005-08-17,124.56851328021564,-0.005757102857654408
2005-08-18,123.62465904595182,-0.00760584004372876
2005-08-19,123.33546559690623,-0.0023420265247389538
2005-08-22,124.15703996849608,0.00663921024652028
2005-08-23,124.17025124548825,0.00010640213518242938
2005-08-24,124.57314756315031,0.0032394561779494446
2005-08-25,124.8676047856702,0.0023609402755844972
2005-08-26,124.79036727524057,-0.0006187466176722888
2005-08-29,124.20985345219601,-0.004662765945450579
2005-08-30,124.04089027004589,-0.0013612302280082535
2005-08-31,125.30517936001735,0.010140925233863474
2005-09-01,126.8423569605393,0.01219283493024628
2005-09-02,127.29436457506658,0.00355720407839285
2005-09-06,126.55543494569163,-0.005821802639495721
2005-09-07,126.13478677255627,-0.003329361609930095
